,ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,EstimatedLenderProfit,AverageLoanAmount
575,Buena Vista National Bank,20478,8,1845439.32,83667.09,230679.915
318,"Bank of Brookfield-Purdin, National Association",41235,3,1842389.25,58429.12,614129.75
4016,The First State Bank,68921,5,1841300.0,65431.0,368260.0
3355,San Mateo CU,92831,5,1836196.5,70358.12,367239.3
3949,The First National Bank of Dozier,1957,6,1833404.57,84640.68,305567.42833333334
194,Anchor D Bank,59325,7,1831752.47,91587.62,261678.92428571428
4011,The First National Bank of Williamson,75536,8,1826700.0,83423.0,228337.5
791,"Citizens Bank & Trust Company of Vivian, Louisiana, Inc.",29351,5,1820258.0,71164.34,364051.6
946,Commercial Capital Bank,123497,5,1819342.0,62964.26,363868.4
1446,Farmers and Merchants State Bank of Springfield,38923,6,1815873.68,72829.9,302645.61333333334
2310,Insight CU,94129,7,1814972.35,77544.62,259281.7642857143
1667,"First Mutual Bank, FSB",87781,6,1812100.0,69021.3,302016.6666666667
4555,"Western AgCredit, PCA",528995,5,1806730.0,68209.7,361346.0
4519,WeStreet FCU,103594,6,1805416.0,68614.12,300902.6666666667
2162,Haskell National Bank,70101,4,1803486.0,71725.74,450871.5
3961,The First National Bank of Granbury,70049,7,1800052.33,81582.38,257150.33285714287
136,American Bank of Baxter Springs,25698,3,1790116.8,58855.21,596705.6
654,Carmine State Bank,69148,8,1773000.0,81484.0,221625.0
973,Community Bank Owatonna,317317,8,1769485.0,88474.25,221185.625
4547,West Virginia Central FCU,107944,5,1756549.82,60456.17,351309.96400000004
1491,First Atlantic FCU,100865,7,1753200.0,70876.0,250457.14285714287
4081,"The Mercantile Bank of Louisiana, Missouri",41087,3,1741900.0,52257.0,580633.3333333334
1253,Empire Financial Federal Credit Union,111065,6,1741181.42,76825.19,290196.9033333333
1820,First State Bank,25209,5,1738877.0,61313.45,347775.4
1646,First Independent Bank,41408,3,1730200.0,55306.0,576733.3333333334
2136,H P C CU,99037,7,1728810.8,76604.17,246972.97142857144
3987,The First National Bank of Monterey,23984,6,1728751.6400000001,70592.97,288125.2733333334
3170,Preferred Bank,41266,6,1728212.9300000002,78831.93000000001,288035.48833333334
1383,Farmers National Bank,25641,6,1727174.0,64328.7,287862.3333333333
1041,Community State Bank,22971,5,1726645.62,62710.76,345329.124
3691,Taunton FCU,98588,7,1717000.04,85850.01999999999,245285.72
4037,The Gifford State Bank,21438,5,1716207.0,58443.31,343241.4
3982,The First National Bank of McConnelsville,57787,2,1715479.2,57087.48,857739.6
520,Black River Country Bank,76312,7,1713554.95,74925.96,244793.56428571427
3126,Pinnacle FCU,101029,5,1710194.1600000001,65259.71,342038.83200000005
4577,Wheeler County State Bank,17796,5,1708021.06,62309.05,341604.212
2032,Generations Community FCU,106430,5,1703284.6,66164.23,340656.92000000004
300,Bank Plus,25519,6,1703227.0,67982.47,283871.1666666667
3757,The Bank of Edison,19431,3,1702620.5,57571.4,567540.1666666666
1483,First Alliance Credit Union,99771,7,1698151.05,73279.89,242593.00714285715
3410,Security Savings Bank,24997,7,1694305.93,75215.29000000001,242043.70428571428
3333,Rushville State Bank,22524,2,1693675.0,56044.95,846837.5
222,Arsenal CU,100087,5,1692897.0,67362.01,338579.4
2784,Nebraska State Bank,42556,7,1691420.74,77168.29,241631.5342857143
2345,Ipava State Bank,21555,8,1688599.57,84429.98,211074.94625
4051,The Hicksville Bank,57636,4,1686900.0,59827.0,421725.0
3247,"Raza Development Fund, Inc.",530242,7,1680757.0,76413.85,240108.14285714287
2813,New York University Federal Credit Union,110126,6,1680120.44,75676.61,280020.0733333333
2342,Iowa State Savings Bank,24821,4,1677300.0,60827.0,419325.0
490,Bay Port State Bank,33579,4,1671176.21,56366.380000000005,417794.0525
1080,CorePlus FCU,93682,5,1661921.54,68932.22,332384.308
1422,"Farmers State Bank, Allen, Oklahoma",58701,6,1660881.57,63454.14,276813.59500000003
2316,"Interamerican Bank, FSB",89740,7,1657850.0,82892.5,236835.7142857143
2707,Minden Exchange Bank & Trust Company,42363,2,1655604.0,49668.119999999995,827802.0
2109,Greenville FCU,104925,6,1654599.0,65392.05,275766.5
2954,Oregonians CU,103741,4,1649230.0,61138.020000000004,412307.5
1872,First State Bank of Randolph County,19347,6,1647336.39,74880.32,274556.065
4010,The First National Bank of Waynesboro,19813,5,1644872.27,63399.91,328974.454
916,Collins State Bank,75732,7,1643009.17,72183.24,234715.5957142857
2621,McKenzie Banking Company,67220,8,1640300.0,82015.0,205037.5
1758,First New Mexico Bank of Silver City,45964,5,1639985.87,68987.6,327997.174
608,CODE CU,102795,4,1634454.5,61658.880000000005,408613.625
4019,The First State Bank of Malta,41968,4,1633169.21,55750.05,408292.3025
3019,Peach State Federal Credit Union,95024,4,1631856.12,58705.68,407964.03
3970,The First National Bank of Hugo,15571,5,1622261.06,61188.64,324452.212
4483,Waldo State Bank,76861,6,1614144.0,64155.26,269024.0
392,Bank of Milton,76330,6,1614063.0,71765.21,269010.5
1609,First Federal Savings & Loan Association of Delta,81761,8,1610160.0,80508.0,201270.0
2932,Omni Community CU,98773,6,1606457.0,72322.85,267742.8333333333
3741,The Baldwin State Bank,25697,7,1605026.36,80251.31999999999,229289.48
1886,First Technology FCU,109279,9,1596023.5,79801.18,177335.94444444444
400,Bank of Newington,19606,7,1593300.0,64097.0,227614.2857142857
185,American United FCU,106826,9,1590958.75,79547.95,176773.19444444444
4227,Thread Bank,68859,5,1589507.0,56259.21,317901.4
1672,First National Bank,36729,3,1580606.7,50514.44,526868.9
3936,The First National Bank of Ava,20294,3,1571439.0,47143.17,523813.0
1838,First State Bank,70808,7,1569434.9,70371.74,224204.9857142857
1250,Emery FCU,102883,5,1567030.26,59168.97,313406.052
14,1st Financial Bank USA,66497,6,1565450.0,66653.6,260908.33333333334
4418,Utah Community FCU,106736,5,1563759.0,67835.59,312751.8
622,California FarmLink,518021,7,1559253.93,77962.7,222750.5614285714
4063,The Jacksboro National Bank,70466,5,1558210.44,60902.93,311642.088
2785,Nebraska State Bank and Trust Company,42090,5,1546535.26,59920.31,309307.052
1340,Family Bank,81789,6,1542700.0,69940.0,257116.66666666666
1471,Financial Center First CU,96424,7,1541600.0,77080.0,220228.57142857142
602,CME FCU,102804,7,1541035.0,77051.75,220147.85714285713
3676,TBA CU,99467,7,1539380.72,67262.36,219911.5314285714
1051,Community State Bank of Rock Falls,22426,7,1533600.0,76680.0,219085.7142857143
798,Citizens Bank of Charleston,40229,5,1532849.3,56541.11,306569.86
1592,First Farmers & Merchants State Bank,36685,6,1530520.57,66857.28,255086.7616666667
4399,United Southern Bank,27956,3,1528592.8199999998,45857.770000000004,509530.93999999994
2425,Kohler CU,108174,6,1528285.4,64933.43,254714.2333333333
774,Citizens Bank,40099,5,1524573.5,66717.14,304914.7
2944,Opportunities CU,116727,6,1524478.0,68491.14,254079.66666666666
3607,State Central Bank,25139,2,1523096.52,45692.9,761548.26
1721,First National Bank of Dublin,69788,6,1522843.45,67970.44,253807.24166666667
442,Bank of the Lowcountry,112666,8,1521870.0,76093.5,190233.75
977,Community Bank of El Dorado Springs,40443,4,1517607.0,58380.35,379401.75
2,1st Advantage FCU,107149,5,1511384.68,61753.99,302276.936
2538,Louisiana FCU,97759,4,1510150.0,61065.5,377537.5
1752,First Nations Bank,22844,6,1506220.38,75311.02,251036.72999999998
1137,"Cypress Bank, SSB",90180,2,1505039.6,48625.28,752519.8
878,City of Boston CU,98296,3,1500000.0,48000.0,500000.0
312,Bank of Billings,40137,4,1497131.59,52808.19,374282.8975
3902,The Farmers and Merchants Bank,22963,7,1490663.59,74533.18,212951.94142857144
4216,The Walton State Bank,26642,3,1488272.79,44648.18,496090.93
1440,Farmers and Merchants State Bank,42082,4,1487412.77,57948.3,371853.1925
70,"AgCarolina Farm Credit, ACA",528975,8,1486893.07,74344.65,185861.63375
4007,The First National Bank of Sycamore,58357,8,1486492.0,74324.61,185811.5
1967,Fowler State Bank,23143,6,1475887.94,73794.4,245981.32333333333
2720,Money One FCU,94056,4,1473179.27,51904.979999999996,368294.8175
1827,First State Bank,42328,4,1472763.33,58688.17,368190.8325
1569,First Community Bank of Cullman,86278,5,1468878.35,66052.81,293775.67000000004
4171,The Seiling State Bank,59292,5,1468008.25,54581.27,293601.65
1454,Federation Bank,24616,6,1460189.0,61954.97,243364.83333333334
2236,Home National Bank,58124,7,1457054.1400000001,72852.7,208150.59142857144
2655,Mesquite CU,105713,6,1456908.0,72845.4,242818.0
910,Cobalt FCU,100565,5,1452714.66,55677.36,290542.932
2161,Harvesters Credit Union,94364,4,1448688.59,57336.66,362172.1475
3418,Security State Bank,26654,4,1445907.38,55910.92,361476.845
2905,Oakwood Bank,76661,4,1437463.24,48200.1,359365.81
3165,PowerNet CU,94253,5,1433747.0,60696.95,286749.4
1198,DuGood Federal Credit Union,528910,4,1433413.33,50216.630000000005,358353.3325
4386,United Financial CU,99512,2,1432085.5,46365.100000000006,716042.75
1795,First Security Bank-Hendricks,38231,1,1431800.0,42954.0,1431800.0
1885,First Summit Bank,59267,6,1429097.29,64027.850000000006,238182.88166666668
431,Bank of Winnfield & Trust Company,29366,7,1424731.27,71236.56,203533.03857142857
1936,Flanagan State Bank,21374,6,1424230.5,62347.53,237371.75
238,Atkins Savings Bank & Trust,24569,3,1414397.0,45885.51,471465.6666666667
3872,"The Equitable Bank, S.S.B.",79751,3,1412486.0,48107.22,470828.6666666667
55,Accompany Capital,468666,7,1411912.5,70595.62,201701.7857142857
336,Bank of Commerce and Trust Company,26653,4,1411200.0,52798.47,352800.0
5,1st Bank of Sea Isle City,87061,7,1410000.0,70500.0,201428.57142857142
3219,Puerto Rico Farm Credit,528994,3,1407400.0,50440.0,469133.3333333333
2474,Lee Bank and Trust Company,73641,1,1402660.0,42079.8,1402660.0
3309,Riverside Bank,4774,5,1400567.92,61468.43,280113.584
2280,"Idaho AgCredit, ACA",529004,4,1400500.0,53797.6,350125.0
3751,The Bank of Brodhead,75670,5,1397252.7,69862.64,279450.54
4308,Tucson Old Pueblo CU,91440,6,1392965.0,62612.95,232160.83333333334
2614,Mazuma CU,100154,3,1390518.0,45632.98,463506.0
3014,Patriot FCU,104291,5,1388930.32,60022.65,277786.064
1047,Community State Bank,58821,5,1377810.07,55390.5,275562.014
3596,State Bank of Missouri,40085,6,1376388.62,60897.829999999994,229398.10333333336
1005,Community Financial CU,99273,6,1374470.8900000001,61350.19,229078.4816666667
45,Abanca Corporation,531122,1,1373330.0,41199.9,1373330.0
1400,Farmers State Bank,25608,4,1369849.7,51176.49,342462.425
671,Castroville State Bank,69153,6,1368169.18,68408.45999999999,228028.19666666666
2576,Maine Savings FCU,97869,4,1366616.0,49112.479999999996,341654.0
2507,Liberty State Bank,52937,5,1361070.0,68053.5,272214.0
4296,True Community CU,108847,4,1349066.65,51904.380000000005,337266.6625
2393,Kaua'i FCU,108662,6,1345324.3,67266.22,224220.71666666667
1343,"Farm Credit Illinois, ACA",529023,5,1340290.0,56981.56,268058.0
352,Bank of Forest,39214,7,1339800.0,66990.0,191400.0
4533,West Central Bank,20264,5,1338123.0,59590.65,267624.6
3100,Philadelphia FCU,104460,4,1328448.6,54982.36,332112.15
1593,First Farmers & Merchants State Bank of Grand Meadow,38188,5,1326351.0,66317.55,265270.2
1802,First Service Credit Union,515517,4,1324034.56,46633.4,331008.64
2086,Great Nations Bank,469515,6,1322562.0,66128.1,220427.0
4009,The First National Bank of Waverly,58576,4,1321258.65,51396.23,330314.6625
287,Bank 1st,25600,4,1316078.9000000001,54025.880000000005,329019.72500000003
1369,"Farmers & Merchants State Bank of New York Mills, Incorporated",38692,3,1312859.05,43666.73,437619.68333333335
3903,The Farmers and Merchants National Bank of Fairview,58945,4,1310300.0,50041.0,327575.0
3414,Security State Bank,24641,3,1309103.35,49110.0,436367.7833333334
384,Bank of Lumber City,19563,4,1308949.2,57148.36,327237.3
3449,Shell Lake State Bank,76778,5,1289951.29,56014.26,257990.258
1072,"Cooperativa de Ahorro y Cr<ac,e>dito Jes\da\us Obrero",116736,4,1288947.0,48540.33,322236.75
1167,Del-One FCU,93776,3,1287769.85,38633.09,429256.6166666667
3935,The First National Bank of Assumption,20266,1,1286088.0,38582.64,1286088.0
1277,Everence FCU,104341,6,1283695.81,64184.79,213949.30166666667
4013,The First State Bank,26207,2,1280725.0,42417.25,640362.5
2274,I-C FCU,98323,2,1280000.0,42120.0,640000.0
500,Belco Community CU,104180,5,1273882.4,52984.11,254776.47999999998
2100,Green Country FCU,108610,5,1273600.0,63680.0,254720.0
985,Community Bank of Oklahoma,59473,2,1271244.65,41562.229999999996,635622.325
4513,Wayland State Bank,25565,4,1267069.15,41446.67,316767.2875
1331,Fairmont FCU,107848,2,1264251.1,37927.53,632125.55
871,City Bank and Trust Company,28714,6,1261784.0,63089.2,210297.33333333334
2195,Heritage Bank of St. Tammany,89158,4,1261000.0,55780.0,315250.0
614,CU Hawaii FCU,95234,4,1260238.0,53529.38,315059.5
2373,Johnson State Bank,26023,2,1257930.6,40806.49,628965.3
4062,The International Bank of Amherst,75565,6,1255397.27,62769.86,209232.87833333333
749,Chartway FCU,107266,6,1254977.6,62748.880000000005,209162.93333333335
2536,Longview Bank & Trust,21132,5,1252106.56,62605.33,250421.312
1274,Eureka Savings Bank,79281,4,1251974.69,44503.65,312993.6725
3134,Pioneer Mutual FCU,109744,5,1251852.0,62592.6,250370.4
3095,Perennial Bank,36767,5,1249760.0,62488.0,249952.0
1209,ESB Bank,38029,5,1249475.82,62473.79,249895.16400000002
4279,TriCentury Bank,26439,4,1248931.0,50768.91,312232.75
3832,The Citizens State Bank of Cheney,25755,3,1242678.92,40874.95,414226.30666666664
1615,First Federal Savings Bank of Kentucky,84505,2,1238839.4500000002,37165.19,619419.7250000001
1059,Conneaut Savings Bank,79969,5,1236899.0,61844.95,247379.8
1991,Freedom of Maryland FCU,98109,6,1235070.73,61753.53,205845.12166666667
747,Charter Oak FCU,93490,5,1234656.02,52237.0,246931.204
3341,SPIRE CU,99902,6,1234023.46,61701.18,205670.57666666666
2096,Greater Iowa CU,96986,5,1232200.06,61610.009999999995,246440.01200000002
4073,The Litchfield National Bank,21802,5,1231945.45,53256.17,246389.09
504,Bellwether Community CU,100703,4,1231405.0,53800.25,307851.25
339,Bank of Crockett,66779,5,1230930.0,51373.9,246186.0
2976,POINTWEST BANK,72143,3,1230079.17,40908.770000000004,410026.38999999996
2084,Great Lakes CU,95688,5,1230025.0,53751.25,246005.0
3370,Savings Bank,25397,4,1229777.2,49545.06,307444.3
2268,Houston FCU,105904,5,1226550.0,53373.74,245310.0
4451,Vermilion Valley Bank,22336,3,1225801.0,46409.11,408600.3333333333
3305,Riverfront FCU,104522,5,1224940.0,52479.0,244988.0
2999,Partner Colorado CU,93280,4,1223355.0,43729.05,305838.75
10,1st Community Bank,22568,5,1219642.6,60982.130000000005,243928.52000000002
4457,Vibe Credit Union,99225,4,1218416.0,52478.36,304604.0
4135,The Peoples Bank,68813,3,1217353.0,40332.49,405784.3333333333
2972,PCSB Bank,24771,5,1216737.0,60836.85,243347.4
4155,The Progress Fund,438049,6,1215572.08,60778.6,202595.34666666668
4340,UniWyo Federal Credit Union,108560,4,1210955.97,47177.8,302738.9925
1228,Eastern Utah Community FCU,106742,4,1209710.0,52088.2,302427.5
3599,State Bank of Reeseville,76716,4,1207965.48,48722.21000000001,301991.37
2668,Michigan United CU,98719,5,1207320.95,51752.15,241464.19
1150,Dakotaland FCU,105029,4,1206600.0,52330.0,301650.0
4183,The State Bank of Bern,25717,2,1204965.0,36148.95,602482.5
1252,Empeople Credit Union,95589,5,1203300.0,51737.0,240660.0
3338,SIU CU,96011,2,1196862.07,39368.3,598431.035
2210,High Plains Farm Credit,528993,1,1195902.0,35877.06,1195902.0
3991,"The First National Bank of Nevada, Missouri",41160,5,1195345.2,59767.25,239069.03999999998
1480,Firelands FCU,102671,5,1192520.13,59626.02,238504.02599999998
3407,Security First National Bank of Hugo,59006,1,1191077.0,35732.31,1191077.0
4170,The Security State Bank,19576,5,1189755.75,59487.79,237951.15
1402,Farmers State Bank,26465,4,1187309.3900000001,50781.130000000005,296827.34750000003
2436,Ladysmith Federal Savings & Loan Association,81106,3,1185434.0,42207.7,395144.6666666667
4,1st Bank in Hominy,59003,5,1176279.0,58813.95,235255.8
322,Bank of Cave City,4191,4,1173699.0,46500.95,293424.75
3156,Polish National CU,98484,5,1173352.19,58667.61,234670.438
4089,The Miners National Bank of Eveleth,38047,4,1171674.28,42290.0,292918.57
3208,Progressive National Bank,28383,1,1171597.0,35147.91,1171597.0
3183,Premier Members CU,93237,5,1169587.52,47958.11,233917.50400000002
2462,Landmark Credit Union,108026,3,1165945.0,38248.81,388648.3333333333
3670,Swedish-American State Bank,25784,5,1161200.0,58060.0,232240.0
3249,Readlyn Savings Bank,25403,3,1160500.0,40085.0,386833.3333333333
2852,Northeast CU,100690,6,1157400.0,57870.0,192900.0
1393,Farmers State Bank,21338,4,1157144.0,50496.7,289286.0
3030,People Driven CU,98830,6,1154427.27,57721.37,192404.545
4384,United Farmers State Bank,36576,4,1151300.0,43313.0,287825.0
756,Chessie FCU,98066,5,1148065.0,57403.25,229613.0
3731,Texico State Bank,22702,4,1146946.0,48501.36,286736.5
4297,True North FCU,90774,3,1138805.0,38940.25,379601.6666666667
1060,Connect Bank,4780,5,1138060.5699999998,56903.03,227612.11399999997
4105,The North Country Savings Bank,50030,2,1132594.5,37214.18,566297.25
3701,Tennessee Valley FCU,105165,5,1129632.5,56481.62,225926.5
2991,Park Bank,75991,6,1125935.0,56296.75,187655.83333333334
4354,Union State Bank,24615,1,1121272.0,33638.16,1121272.0
2389,Kalamazoo County State Bank,36464,5,1119596.42,55979.83,223919.28399999999
189,Amistad Bank,110469,5,1119227.0,55961.35,223845.4
3509,Southbridge CU,98560,4,1118144.0,47163.96,279536.0
1371,Farmers Bank,4353,4,1108965.0,43873.45,277241.25
4582,Whitesville State Bank,75534,4,1103100.0,43476.2,275775.0
3773,The Bank of Monroe,75423,3,1100924.17,41349.740000000005,366974.7233333333
533,BlueOx CU,99407,4,1100102.0,55005.1,275025.5
1423,Farmers Trust & Savings Bank,24626,3,1099898.0,36182.28,366632.6666666667
2917,Oklahoma Central CU,103475,5,1097907.5,54895.36,219581.5
3200,ProFed FCU,96453,5,1097505.72,54875.28,219501.144
1435,Farmers and Merchants Bank of Ashland,42046,3,1096239.46,37009.18,365413.1533333333
3805,The Citizens Bank,27103,5,1094703.13,54735.15,218940.626
2868,Northland Area FCU,99552,5,1088676.75,54433.84,217735.35
3227,Quail Creek Bank,59186,2,1088010.0,39049.1,544005.0
1694,First National Bank and Trust Co. of Bottineau,52682,3,1087330.25,41672.020000000004,362443.4166666667
3683,TPF Loan Corporation,438048,3,1085322.0,37998.16,361774.0
3996,The First National Bank of Quitaque,71647,3,1083600.75,39045.0,361200.25
3486,Sooper CU,93451,3,1082652.53,37083.85,360884.1766666667
3283,Richland County Bank,76728,3,1082086.58,39354.33,360695.5266666667
344,Bank of Dixon County,42606,4,1082007.95,54100.4,270501.9875
414,Bank of South Texas,110579,6,1078205.0,53910.25,179700.83333333334
667,Cascade Community FCU,103670,5,1077983.25,53899.16,215596.65
1790,First Security Bank - Canby,36709,5,1074164.0,46376.22,214832.8
1617,First Federal Savings Bank of Washington,82889,5,1067086.27,53354.32,213417.25400000002
3300,RiverBank,88953,3,1066500.0,40151.0,355500.0
4586,William Penn Bank,77932,5,1065723.0,53286.15,213144.6
2791,Neighborhood Trust FCU,122045,3,1062284.8,35581.14,354094.93333333335
536,Bodcaw Bank,4779,4,1061656.0,43542.72,265414.0
3456,Sidney FCU,101863,5,1055991.55,52799.59,211198.31
4085,The Metamora State Bank,57800,4,1052940.0,52647.0,263235.0
2716,Mission Bank,238302,6,1051706.0,52585.3,175284.33333333334
40,"AMPAC Tri-State CDC, Inc.",447142,7,1050000.0,52500.0,150000.0
4032,The Galion Building and Loan Bank,89124,3,1049110.0,34791.8,349703.3333333333
2985,Palmetto Citizens FCU,104889,2,1045514.5,31365.43,522757.25
4570,Western Vista FCU,108570,3,1044800.0,35236.0,348266.6666666667
2192,Heritage Bank Minnesota,39020,2,1042287.0,31268.61,521143.5
3705,Territorial Savings Bank,87997,3,1039220.0,38232.96,346406.6666666667
2918,Oklahoma Heritage Bank,59265,3,1038825.5700000001,41967.43,346275.19
2517,Lincoln State Bank,52825,4,1032552.0,42478.9,258138.0
377,Bank of Kirksville,41014,6,1029100.0,51455.0,171516.66666666666
1743,First National Bank of South Padre Island,71916,5,1028409.0,51420.45,205681.8
3494,South Georgia Bank,90704,5,1028206.42,51410.32,205641.284
3223,Putnam County State Bank,41704,2,1024500.0,37635.0,512250.0
4129,The Peoples Bank,27643,4,1024134.0,43820.28,256033.5
2879,Northwest Community CU,95861,2,1023580.0,30707.4,511790.0
771,Citizens Bank,25432,4,1020590.0,51029.5,255147.5
303,Bank of 1889,4145,5,1018627.0,50931.35,203725.4
857,Citizens State Bank of Arlington,66407,4,1018235.0,50911.75,254558.75
4080,The Mer Rouge State Bank,28434,3,1017504.05,39313.6,339168.01666666666
2862,Northern Skies FCU,90785,5,1017324.0,50866.2,203464.8
25,360 FCU,93586,4,1017263.0,50863.15,254315.75
3299,River Works CU,98341,5,1016795.4,50839.770000000004,203359.08000000002
1559,First Community Bank,38309,3,1016710.0,35851.3,338903.3333333333
2761,NBT Financial Bank,69932,3,1016161.0,39924.05,338720.3333333333
1628,First Financial Credit Union,101084,4,1014880.0,42624.0,253720.0
1833,First State Bank,59496,1,1011580.0,30347.4,1011580.0
2130,Gulf Atlantic Bank,528606,2,1009319.6799999999,34795.51,504659.83999999997
705,Central Bank,118327,3,1008320.0,37747.2,336106.6666666667
1706,First National Bank in Ord,42554,4,1007298.0,50364.9,251824.5
837,Citizens Progressive Bank,28175,4,1006479.23,50323.96,251619.8075
3941,The First National Bank of Beardstown,20319,3,1003072.5,40122.72,334357.5
3882,The Farmers & Merchants Bank,53387,5,997163.3,49858.17,199432.66
550,Brantley Bank and Trust Company,1867,3,997107.29,38411.479999999996,332369.0966666667
2738,"Mountain Association for Community Economic Development, Inc.",533479,2,994979.85,33245.19,497489.925
434,Bank of Wrightsville,19830,5,994235.13,49711.75,198847.026
358,Bank of Grandin,40544,4,992240.98,42610.55,248060.245
3906,The Fayette County National Bank of Fayetteville,75115,5,991400.0,49570.0,198280.0
1421,Farmers State Bank of Western Illinois,20207,4,989128.9,49456.45,247282.225
680,Cecil Bank,88670,3,988364.0,39347.26,329454.6666666667
4067,The Karnes County National Bank,70534,4,987353.52,49367.68,246838.38
4015,The First State Bank,58786,4,983213.43,49160.67,245803.3575
209,Arbor Financial CU,99414,3,981600.0,37464.0,327200.0
1135,Custer Federal State Bank,79687,4,978982.0,48949.100000000006,244745.5
2593,MariSol FCU,91333,4,978100.0,48905.0,244525.0
361,Bank of Halls,67041,3,971000.0,36192.0,323666.6666666667
3580,State Bank of Cherry,20477,4,969743.58,48487.170000000006,242435.895
4005,The First National Bank of Sterling City,71927,4,968589.0,48429.45,242147.25
1705,First National Bank in Olney,22220,3,966967.0,33695.21,322322.3333333333
3980,The First National Bank of Manchester,27586,4,965058.69,40579.53,241264.6725
4389,United Minnesota Bank,38672,2,962988.12,32938.97,481494.06
365,Bank of Hazelton,52842,5,962151.49,48107.57,192430.298
853,Citizens State Bank,75698,5,959448.3,47972.42,191889.66
3325,Root River State Bank,36727,2,956004.26,33429.869999999995,478002.13
59,Adams County Bank,42262,2,955908.0,33035.240000000005,477954.0
3951,The First National Bank of Eagle Lake,69795,5,955737.42,47786.88,191147.484
639,"Cape Fear Farm Credit, ACA",528980,3,954014.6499999999,37451.63,318004.8833333333
3597,State Bank of New Richland,38677,3,953301.0,36831.55,317767.0
3575,State Bank & Trust of Kenmare,52860,3,952600.0,31850.0,317533.3333333333
3252,Red Crown FCU,103560,4,951979.65,47598.979999999996,237994.9125
3612,State Savings Bank,24597,4,951431.75,47571.59,237857.9375
2171,Health Advantage FCU,99337,4,947300.0,47365.0,236825.0
382,Bank of Lindsay,42326,3,946230.85,36294.79,315410.2833333333
1523,First Bank of Utica,42681,4,945079.0,47253.95,236269.75
4036,The Gerber State Bank,20239,4,942341.6,47117.08,235585.4
1595,First Farmers and Commercial Bank,68773,4,941807.29,47090.36,235451.8225
516,"Big Bend Banks, National Association",71362,3,941156.64,32576.99,313718.88
2748,Movement Bank,73229,3,941056.37,36023.08,313685.45666666667
2848,NorthStar Bank,121473,2,939575.0,31975.25,469787.5
4202,The Turbotville National Bank,65407,5,939510.0,46975.5,187902.0
1806,First Southeast Bank,38214,5,934104.02,46705.2,186820.804
1857,First State Bank of Bigfork,36658,2,932810.0,27984.300000000003,466405.0
3582,State Bank of Cochran,19241,3,928730.0,36836.5,309576.6666666667
953,Commodore Bank,58334,5,928583.03,46429.15,185716.606
3959,The First National Bank of Gilbert,38110,4,924585.69,46229.29,231146.4225
1105,Covington County Bank,39190,1,912100.0,27363.0,912100.0
3135,Pioneer State Bank,22286,2,910985.0,32182.15,455492.5
1945,Florida Business Development Corporation,188130,5,909727.0,45486.35,181945.4
1625,First Financial Bank in Winnebago,39049,1,909125.0,27273.75,909125.0
1444,Farmers and Merchants State Bank of Bushnell,20368,3,908053.49,34401.77,302684.49666666664
3458,Sierra Pacific FCU,100650,3,907900.0,36905.0,302633.3333333333
2554,MCS Bank,78817,3,901083.0,37554.15,300361.0
4535,West Central Georgia Bank,19737,2,899503.0,26985.09,449751.5
2968,PACE Finance Corporation,494798,5,896892.0,44844.6,179378.4
3000,Partner Community Capital,507247,4,896235.0,44811.75,224058.75
1873,First State Bank of Roscoe,66589,4,893017.96,44650.909999999996,223254.49
2709,Miners Exchange Bank,73174,2,891600.0,26748.0,445800.0
1794,First Security Bank of Roundup,41999,1,888560.0,26656.8,888560.0
570,Brunswick State Bank,42094,3,887977.0,36304.15,295992.3333333333
1441,Farmers and Merchants State Bank,52869,2,884500.0,26535.0,442250.0
77,Alabama CU,90799,3,882540.0,34033.2,294180.0
4581,White State Bank,25489,4,882279.9,36432.01,220569.975
631,Campbell County Bank,66528,3,878834.0,36550.86,292944.6666666667
3083,Peoples State Bank of Colfax,21144,3,878780.0,35138.6,292926.6666666667
840,Citizens Savings Bank,25493,1,874053.87,26221.62,874053.87
2919,Oklahoma State Bank,58811,3,868447.3200000001,32998.57,289482.44
3968,The First National Bank of Hope,25984,1,868200.0,26046.0,868200.0
356,Bank of Gleason,67013,3,867100.0,33605.0,289033.3333333333
4049,The Harvard State Bank,21486,3,866601.0,32251.45,288867.0
4045,The Hamler State Bank,57635,4,866493.48,43324.68,216623.37
1355,Farmers & Merchants Bank,19714,3,865794.0,43289.7,288598.0
15,1st MidAmerica CU,95870,4,863549.0,43177.45,215887.25
4481,Wahoo State Bank,42696,4,862130.0,43106.5,215532.5
1821,First State Bank,25513,3,862070.75,33468.31,287356.9166666667
1701,First National Bank in Frankfort,25878,4,857989.81,42899.49,214497.4525
1547,First Colorado National Bank,15682,3,855234.3,34185.18,285078.10000000003
1785,First Security Bank,21841,4,855157.0,42757.85,213789.25
2887,NoteWorthy FCU,103040,3,850514.4199999999,32484.85,283504.80666666664
930,Commerce Bank,123411,3,850502.14,42525.11,283500.7133333333
1388,Farmers Savings Bank,25602,4,846854.01,42342.7,211713.5025
1068,Consumers Professional CU,98795,2,846852.5,25405.57,423426.25
1244,Elkton Bank & Trust Company,26989,4,844955.32,42247.770000000004,211238.83
2036,Genoa Community Bank,42197,1,841442.15,25243.26,841442.15
4050,The Haviland State Bank,25951,2,840023.55,32072.010000000002,420011.775
984,Community Bank of Oelwein,123159,4,837552.22,41877.61,209388.055
